Category,Description,Data.Protein,Data.Fat.Total Lipid,Data.Fat.Polysaturated Fat,Data.Carbohydrate,Data.Fiber,Data.Water,Data.Vitamins.Vitamin A,Data.Major Minerals.Calcium,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Data.Thiamin,Data.Riboflavin,Data.Niacin,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin B12,Data.Choline,Data.Vitamins.Vitamin C,Data.Major Minerals.Phosphorus,Data.Major Minerals.Magnesium,Data.Major Minerals.Sodium,Data.Major Minerals.Potassium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Zinc
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",2.79,0.06,0.005,16.52,0,79.81,52,107,0,0,0.044,0.112,0.128,0.046,0.45,14.2,0,98,18,61,159,0.059,0,0.47
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",1.21,0.98,0.442,16.68,0.2,80.39,58,122,1.14,1.3,0.013,0.085,0.232,0.014,0.35,11,0,32,16,75,99,0.132,0.28,0.23
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, with whipped cream",2.73,3.18,0.119,15.89,0,77.44,84,101,0.07,0.3,0.045,0.121,0.121,0.048,0.41,14.4,0.2,93,17,58,149,0.056,0,0.44
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream",2.79,1.77,0.079,15.87,0,78.76,69,105,0.04,0.2,0.043,0.116,0.125,0.046,0.43,14.4,0,96,17,60,156,0.057,0,0.46
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",1.29,2.64,0.496,16.02,0.2,79.32,74,119,1.13,1.3,0.013,0.09,0.224,0.015,0.34,11.3,0,33,15,73,98,0.127,0.27,0.23
Chocolate milk,"Chocolate milk, made from dry mix, NS as to type of milk",3.41,2.01,0.061,10.13,0.3,83.63,55,146,0.03,0.2,0.054,0.132,0.115,0.112,0.53,17,1.7,102,15,45,164,0.057,0,0.82
Chocolate milk,"Chocolate milk, made from dry mix with whole milk",3.36,3.14,0.101,9.94,0.3,82.75,30,143,0.05,0.3,0.053,0.133,0.111,0.113,0.51,16.9,1.7,100,14,44,158,0.057,0,0.8
Chocolate milk,"Chocolate milk, made from dry mix with reduced fat milk",3.42,1.92,0.054,10.16,0.3,83.68,78,146,0.03,0.2,0.056,0.132,0.117,0.113,0.52,17.3,1.9,102,15,45,166,0.057,0,0.82
Chocolate milk,"Chocolate milk, made from dry mix with low fat milk",3.45,1.03,0.03,10.43,0.3,84.25,54,146,0.02,0.1,0.054,0.135,0.118,0.112,0.57,16.5,1.7,102,15,45,166,0.057,0,0.82
Chocolate milk,"Chocolate milk, made from dry mix with fat free milk",3.5,0.22,0.006,10.14,0.3,85.28,60,152,0,0.1,0.053,0.126,0.123,0.11,0.54,17.3,1.7,106,15,47,174,0.058,0,0.84
Chocolate milk,"Chocolate milk, made from dry mix with non-dairy milk",1.68,1.27,0.511,10.32,0.5,85.96,66,169,1.32,1.5,0.014,0.094,0.243,0.07,0.4,12.7,1.7,30,13,63,105,0.142,0.32,0.57
Chocolate milk,"Chocolate milk, made from reduced sugar mix, NS as to type of milk",3.59,2.1,0.141,7.61,0.4,85.52,56,159,0.03,0.2,0.119,0.146,1.21,0.136,0.54,28.7,2.4,120,29,59,224,0.079,0.14,1
Chocolate milk,"Chocolate milk, made from reduced sugar mix with whole milk",3.53,3.26,0.182,7.42,0.4,84.62,31,157,0.05,0.3,0.118,0.147,1.205,0.137,0.52,28.5,2.4,118,29,58,217,0.079,0.14,0.98
Chocolate milk,"Chocolate milk, made from reduced sugar mix with reduced fat milk",3.6,2.01,0.134,7.64,0.4,85.58,79,160,0.03,0.2,0.121,0.146,1.211,0.137,0.53,28.9,2.5,120,29,59,226,0.079,0.14,1
Chocolate milk,"Chocolate milk, made from reduced sugar mix with low fat milk",3.63,1.1,0.11,7.91,0.4,86.15,55,160,0.02,0.1,0.119,0.149,1.212,0.136,0.58,28.2,2.4,120,29,59,226,0.079,0.14,1
Chocolate milk,"Chocolate milk, made from reduced sugar mix with fat free milk",3.67,0.27,0.085,7.63,0.4,87.2,61,166,0,0,0.118,0.14,1.217,0.134,0.56,28.9,2.4,124,30,61,233,0.08,0.14,1.02
Chocolate milk,"Chocolate milk, made from reduced sugar mix with non-dairy milk",1.82,1.34,0.6,7.81,0.6,87.89,68,183,1.34,1.4,0.079,0.108,1.34,0.093,0.41,24.2,2.4,46,28,77,163,0.166,0.47,0.74
Chocolate milk,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",3.41,2.01,0.061,10.13,0.3,83.63,55,146,0.03,0.2,0.054,0.132,0.115,0.112,0.53,17,1.7,102,15,45,164,0.057,0,0.82
Chocolate milk,"Chocolate milk, made from dry mix with whole milk (Nesquik)",3.36,3.14,0.101,9.94,0.3,82.75,30,143,0.05,0.3,0.053,0.133,0.111,0.113,0.51,16.9,1.7,100,14,44,158,0.057,0,0.8
Chocolate milk,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",3.42,1.92,0.054,10.16,0.3,83.68,78,146,0.03,0.2,0.056,0.132,0.117,0.113,0.52,17.3,1.9,102,15,45,166,0.057,0,0.82
Chocolate milk,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",3.45,1.03,0.03,10.43,0.3,84.25,54,146,0.02,0.1,0.054,0.135,0.118,0.112,0.57,16.5,1.7,102,15,45,166,0.057,0,0.82
Chocolate milk,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",3.5,0.22,0.006,10.14,0.3,85.28,60,152,0,0.1,0.053,0.126,0.123,0.11,0.54,17.3,1.7,106,15,47,174,0.058,0,0.84
Chocolate milk,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",1.68,1.27,0.511,10.32,0.5,85.96,66,169,1.32,1.5,0.014,0.094,0.243,0.07,0.4,12.7,1.7,30,13,63,105,0.142,0.32,0.57
Chocolate milk,"Chocolate milk, made from no sugar added dry mix, NS as to type of milk (Nesquik)",3.59,2.1,0.141,7.61,0.4,85.52,56,159,0.03,0.2,0.119,0.146,1.21,0.136,0.54,28.7,2.4,120,29,59,224,0.079,0.14,1
Chocolate milk,"Chocolate milk, made from no sugar added dry mix with whole milk (Nesquik)",3.53,3.26,0.182,7.42,0.4,84.62,31,157,0.05,0.3,0.118,0.147,1.205,0.137,0.52,28.5,2.4,118,29,58,217,0.079,0.14,0.98
Chocolate milk,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",3.6,2.01,0.134,7.64,0.4,85.58,79,160,0.03,0.2,0.121,0.146,1.211,0.137,0.53,28.9,2.5,120,29,59,226,0.079,0.14,1
Chocolate milk,"Chocolate milk, made from no sugar added dry mix with low fat milk (Nesquik)",3.63,1.1,0.11,7.91,0.4,86.15,55,160,0.02,0.1,0.119,0.149,1.212,0.136,0.58,28.2,2.4,120,29,59,226,0.079,0.14,1
Chocolate milk,"Chocolate milk, made from no sugar added dry mix with fat free milk  (Nesquik)",3.67,0.27,0.085,7.63,0.4,87.2,61,166,0,0,0.118,0.14,1.217,0.134,0.56,28.9,2.4,124,30,61,233,0.08,0.14,1.02
Chocolate milk,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",1.82,1.34,0.6,7.81,0.6,87.89,68,183,1.34,1.4,0.079,0.108,1.34,0.093,0.41,24.2,2.4,46,28,77,163,0.166,0.47,0.74
Chocolate milk,"Chocolate milk, made from syrup, NS as to type of milk",2.89,1.73,0.056,13.18,0,81.43,51,109,0.03,0.2,0.05,0.123,0.118,0.053,0.48,15.7,0.1,97,16,54,152,0.042,0,0.44
Chocolate milk,"Chocolate milk, made from syrup with whole milk",2.84,2.77,0.094,13,0,80.62,28,107,0.04,0.3,0.049,0.124,0.114,0.054,0.47,15.5,0,95,16,53,146,0.042,0,0.43
Chocolate milk,"Chocolate milk, made from syrup with reduced fat milk",2.9,1.65,0.05,13.21,0,81.48,72,109,0.03,0.2,0.052,0.123,0.12,0.054,0.48,15.9,0.2,97,16,54,154,0.042,0,0.45
Chocolate milk,"Chocolate milk, made from syrup with low fat milk",2.93,0.82,0.028,13.45,0,82,50,109,0.02,0.1,0.05,0.125,0.121,0.053,0.53,15.2,0,97,16,54,154,0.042,0,0.45
Chocolate milk,"Chocolate milk, made from syrup with fat free milk",2.97,0.07,0.005,13.19,0,82.96,55,114,0,0,0.049,0.118,0.125,0.051,0.5,15.9,0,100,16,56,161,0.043,0,0.46
Chocolate milk,"Chocolate milk, made from syrup with non-dairy milk",1.29,1.04,0.472,13.36,0.2,83.58,61,130,1.22,1.3,0.013,0.088,0.236,0.015,0.37,11.6,0,30,14,70,97,0.121,0.3,0.21
Chocolate milk,"Chocolate milk, made from light syrup, NS as to type of milk",3.1,1.86,0.057,8.6,0,85.67,51,111,0.03,0.2,0.051,0.125,0.119,0.054,0.49,15.8,0.1,97,15,47,161,0.035,0,0.43
Chocolate milk,"Chocolate milk, made from light syrup with whole milk",3.04,2.92,0.094,8.42,0,84.85,28,109,0.04,0.3,0.05,0.126,0.114,0.054,0.47,15.7,0,95,15,46,155,0.035,0,0.42
Chocolate milk,"Chocolate milk, made from light syrup with reduced fat milk",3.1,1.78,0.051,8.63,0,85.72,73,112,0.03,0.2,0.053,0.125,0.12,0.054,0.48,16,0.2,97,15,47,163,0.035,0,0.44
Chocolate milk,"Chocolate milk, made from light syrup with low fat milk",3.13,0.95,0.028,8.87,0,86.24,51,112,0.02,0.1,0.051,0.127,0.121,0.054,0.53,15.3,0,97,15,47,163,0.035,0,0.44
Chocolate milk,"Chocolate milk, made from light syrup with fat free milk",3.18,0.19,0.005,8.61,0,87.21,56,117,0,0,0.05,0.12,0.126,0.052,0.51,16,0,100,15,48,170,0.036,0,0.45
Chocolate milk,"Chocolate milk, made from light syrup with non-dairy milk",1.48,1.17,0.476,8.78,0.2,87.84,62,132,1.23,1.3,0.014,0.09,0.237,0.015,0.37,11.7,0,29,14,63,105,0.115,0.3,0.2
Chocolate milk,"Chocolate milk, made from sugar free syrup, NS as to type of milk",3.28,2,0.062,6.04,0.4,87.77,51,110,0.03,0.2,0.052,0.129,0.143,0.055,0.49,15.9,0.1,104,20,77,186,0.072,0.26,0.5
Chocolate milk,"Chocolate milk, made from sugar free syrup with whole milk",3.23,3.05,0.1,5.87,0.4,86.94,28,108,0.05,0.3,0.051,0.13,0.138,0.056,0.47,15.8,0,103,20,76,180,0.072,0.26,0.48
Chocolate milk,"Chocolate milk, made from sugar free syrup with reduced fat milk",3.29,1.92,0.056,6.08,0.4,87.82,73,110,0.03,0.2,0.054,0.129,0.144,0.056,0.48,16.1,0.2,104,20,77,188,0.072,0.26,0.5
Chocolate milk,"Chocolate milk, made from sugar free syrup with low fat milk",3.32,1.08,0.033,6.32,0.4,88.34,51,110,0.02,0.1,0.052,0.131,0.145,0.055,0.53,15.4,0,104,20,77,188,0.072,0.26,0.5
Chocolate milk,"Chocolate milk, made from sugar free syrup with fat free milk",3.36,0.32,0.01,6.06,0.4,89.31,56,115,0,0,0.051,0.123,0.15,0.053,0.51,16.1,0,108,20,79,195,0.073,0.26,0.52
Chocolate milk,"Chocolate milk, made from sugar free syrup with non-dairy milk",1.66,1.31,0.481,6.22,0.5,89.94,62,131,1.23,1.4,0.015,0.094,0.262,0.016,0.37,11.8,0,37,18,94,130,0.151,0.56,0.26
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and water",0.91,0.55,0.016,11.4,0.5,86.5,0,21,0.03,0.1,0.013,0.077,0.08,0.016,0.05,4.5,0,43,12,72,97,0.048,0.16,0.21
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and whole milk",3.73,3.31,0.109,15.16,0.5,76.61,28,124,0.07,0.4,0.059,0.195,0.169,0.065,0.49,19.1,0,129,21,100,225,0.039,0.16,0.55
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",3.79,2.18,0.065,15.37,0.5,77.47,72,127,0.05,0.3,0.061,0.194,0.175,0.065,0.5,19.4,0.2,131,21,101,232,0.039,0.16,0.57
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and low fat milk",3.82,1.36,0.043,15.61,0.5,78,50,127,0.04,0.2,0.06,0.196,0.176,0.065,0.55,18.7,0,131,21,101,232,0.039,0.16,0.57
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and fat free milk",3.86,0.6,0.02,15.35,0.5,78.95,56,132,0.02,0.1,0.059,0.189,0.18,0.063,0.52,19.4,0,135,22,102,239,0.04,0.16,0.58
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",2.18,1.57,0.487,15.47,0.7,79.63,61,148,1.24,1.4,0.025,0.159,0.291,0.029,0.42,15.9,0,64,20,117,175,0.118,0.46,0.33
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and water",1.28,0.25,0.007,5.94,0.6,91.92,0,50,0,0.1,0.022,0.116,0.09,0.026,0.1,9.5,0,74,18,75,224,0.069,0.41,0.28
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",4.26,3.18,0.106,10.08,0.6,81.29,30,159,0.05,0.3,0.07,0.239,0.184,0.079,0.57,24.8,0,165,28,105,355,0.06,0.4,0.65
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",4.33,1.99,0.06,10.3,0.6,82.21,77,162,0.03,0.2,0.073,0.239,0.19,0.079,0.57,25.2,0.2,167,28,106,363,0.06,0.4,0.67
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",4.35,1.12,0.037,10.56,0.6,82.76,54,162,0.02,0.1,0.071,0.241,0.191,0.078,0.63,24.5,0,167,28,106,363,0.06,0.4,0.67
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",4.4,0.32,0.013,10.28,0.6,83.77,59,168,0,0.1,0.07,0.233,0.196,0.076,0.6,25.2,0,170,28,108,371,0.061,0.4,0.69
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",2.61,1.35,0.508,10.43,0.8,84.47,65,184,1.3,1.4,0.035,0.201,0.313,0.04,0.48,21.4,0,95,26,124,302,0.143,0.72,0.42
Strawberry milk,"Strawberry milk, NFS",3.33,1.9,0.059,5.35,0,88.68,81,128,0.03,0.2,0.058,0.139,0.11,0.059,0.55,18,0.2,102,12,40,157,0.001,0,0.43
Strawberry milk,"Strawberry milk, whole",3.04,2.97,0.1,11.82,0,81.46,30,114,0.05,0.3,0.052,0.136,0.103,0.057,0.5,16.5,0,94,11,38,139,0.001,0.03,0.38
Strawberry milk,"Strawberry milk, reduced fat",3.15,1.8,0.054,10.71,0,83.64,78,118,0.03,0.2,0.056,0.135,0.11,0.057,0.52,17.1,0.2,97,11,39,150,0.001,0.03,0.4
Strawberry milk,"Strawberry milk, low fat",3.13,0.89,0.03,12.3,0,82.94,54,117,0.02,0.1,0.053,0.138,0.11,0.056,0.56,16.1,0,96,11,39,147,0.001,0.03,0.4
Strawberry milk,"Strawberry milk, fat free",3.18,0.09,0.006,12.03,0,83.95,59,122,0,0,0.052,0.129,0.115,0.054,0.54,16.8,0,99,12,41,155,0.002,0.03,0.42
Strawberry milk,"Strawberry milk, reduced sugar",3.31,0.94,0.031,7.08,0,87.91,57,124,0.02,0.1,0.056,0.138,0.111,0.059,0.6,17.1,0,101,12,38,156,0.001,0,0.42
Strawberry milk,"Strawberry milk, non-dairy",1.39,1.13,0.503,12.2,0.2,84.62,65,139,1.3,1.4,0.014,0.098,0.233,0.014,0.39,12.3,0,24,10,57,87,0.085,0.35,0.15
Milk,"Milk, malted",3.2,1.91,0.062,8.67,0,85.25,115,159,0.56,0.2,0.113,0.131,0.89,0.136,0.54,17.2,2.4,98,21,60,150,0.079,0.71,1
Eggnog,Eggnog,4.55,4.19,0.198,8.05,0,82.54,59,130,0.21,0.3,0.034,0.19,0.105,0.05,0.45,52.2,1.5,109,19,54,165,0.013,0.2,0.46
Milk shake,"Milk shake, home recipe, chocolate",3.48,6.14,0.222,13.55,0.5,75.87,64,118,0.14,0.3,0.051,0.159,0.151,0.059,0.45,19.6,0.3,103,18,52,187,0.052,0.35,0.47
Milk shake,"Milk shake, home recipe, flavors other than chocolate",3.36,5.98,0.231,11.41,0.2,78.45,63,125,0.14,0.3,0.051,0.174,0.109,0.056,0.49,20.7,0.2,102,13,53,167,0.009,0.03,0.51
Milk shake,"Milk shake, home recipe, chocolate, light",3.99,3.31,0.111,12.93,0.3,79.03,63,138,0.09,0.3,0.044,0.136,0.118,0.046,0.43,18.2,0.5,95,15,51,163,0.04,0.26,0.43
Milk shake,"Milk shake, home recipe, flavors other than chocolate, light",3.88,2.33,0.099,13.84,0.1,79.07,83,138,0.06,0.2,0.056,0.181,0.121,0.055,0.56,20.5,0.4,103,13,51,176,0.007,0.07,0.54
Milk shake with malt,Milk shake with malt,3.77,6.11,0.276,13.66,0.2,75.57,63,131,0.15,0.5,0.068,0.202,0.302,0.07,0.5,22.1,0.3,112,16,66,190,0.016,0.06,0.53
Milk shake,"Milk shake, fast food, chocolate",3.7,6.66,0.318,20.36,1.6,68.32,89,115,0.25,0.4,0.027,0.652,0.252,0.061,0.22,27,0,111,23,80,193,0.177,0.73,0.7
Milk shake,"Milk shake, fast food, flavors other than chocolate",3.37,6.52,0.316,19.59,0.9,69.65,91,115,0.25,0.4,0.026,0.66,0.213,0.06,0.22,27.3,0,98,13,81,166,0.103,0.46,0.57
Milk shake,"Milk shake, bottled, chocolate",3.7,6.66,0.318,20.36,1.6,68.32,89,115,0.25,0.4,0.027,0.652,0.252,0.061,0.22,27,0,111,23,80,193,0.177,0.73,0.7
Milk shake,"Milk shake, bottled, flavors other than chocolate",3.37,6.52,0.316,19.59,0.9,69.65,91,115,0.25,0.4,0.026,0.66,0.213,0.06,0.22,27.3,0,98,13,81,166,0.103,0.46,0.57
Licuado or Batido,Licuado or Batido,2.4,1.38,0.076,13.1,0.7,82.44,38,83,0.08,0.5,0.045,0.104,0.242,0.109,0.35,13.9,9.9,72,14,25,184,0.022,0.11,0.32
Fruit smoothie,"Fruit smoothie, NFS",2.4,1.07,0.094,11.65,1.2,84.22,20,81,0.16,3.3,0.039,0.11,0.311,0.092,0.28,11.8,9,68,14,28,180,0.03,0.22,0.37
Fruit smoothie,"Fruit smoothie, with whole fruit and dairy",2.4,1.07,0.094,11.66,1.2,84.22,20,81,0.16,3.3,0.039,0.11,0.311,0.092,0.28,11.8,9,68,14,28,180,0.03,0.22,0.37
Fruit smoothie,"Fruit smoothie, with whole fruit and dairy, added protein",7.38,1.21,0.11,9.71,1.1,80.44,22,116,0.16,3.5,0.077,0.236,0.312,0.085,0.46,25.5,8.4,154,23,40,174,0.025,0.28,0.77
Fruit smoothie juice drink,"Fruit smoothie juice drink, with dairy",0.86,0.14,0.052,15.05,0.9,83.61,2,20,0.03,0.3,0.023,0.028,0.217,0.108,0,4,5.2,11,11,14,131,0.038,0.14,0.09
Chocolate milk drink,Chocolate milk drink,0.64,0.4,0.009,10.68,0.6,87.63,60,100,0.01,0.1,0.01,0.051,0.106,0.011,0.06,3.3,2,24,11,91,79,0.074,0.33,0.16
Infant formula,"Infant formula, NFS",1.38,3.56,0.739,7.12,0,87.46,59,54,0.78,5.6,0.06,0.096,0.67,0.04,0.18,15.4,7,28,6,20,70,0.063,1.19,0.59
Infant formula,"Infant formula, NS as to form (Similac Expert Care Alimentum)",1.8,3.63,1.126,6.77,0,87.32,59,69,1.32,9.8,0.039,0.059,0.885,0.039,0.3,8,5.9,49,5,29,77,0.049,1.18,0.49
Infant formula,"Infant formula, ready-to-feed (Similac Expert Care Alimentum)",1.8,3.63,1.126,6.77,0,87.32,59,69,1.32,9.8,0.039,0.059,0.885,0.039,0.3,8,5.9,49,5,29,77,0.049,1.18,0.49
Infant formula,"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",1.8,3.63,1.126,6.77,0,87.32,59,69,1.32,9.8,0.039,0.059,0.885,0.039,0.3,8,5.9,49,5,29,77,0.049,1.18,0.49
Infant formula,"Infant formula, powder, made with tap water (Similac Expert Care Alimentum)",1.8,3.63,1.126,6.77,0,87.32,59,69,1.32,9.8,0.039,0.059,0.885,0.039,0.3,8,5.9,49,5,29,77,0.049,1.18,0.49
Infant formula,"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",1.8,3.63,1.126,6.77,0,87.32,59,69,1.32,9.8,0.039,0.059,0.885,0.039,0.3,8,5.9,49,5,29,77,0.049,1.18,0.49
Infant formula,"Infant formula, powder, made with baby water (Similac Expert Care Alimentum)",1.8,3.63,1.126,6.77,0,87.32,59,69,1.32,9.8,0.039,0.059,0.885,0.039,0.3,8,5.9,49,5,29,77,0.049,1.18,0.49
Infant formula,"Infant formula, NS as to form (Similac Advance)",1.37,3.62,0.803,6.87,0,87.64,59,54,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,5,19,69,0.068,1.19,0.5
Infant formula,"Infant formula, ready-to-feed (Similac Advance)",1.37,3.62,0.803,6.87,0,87.64,59,54,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,5,19,69,0.068,1.19,0.5
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Similac Advance)",1.37,3.62,0.803,6.87,0,87.64,59,54,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,5,19,69,0.068,1.19,0.5
Infant formula,"Infant formula, powder, made with water, NFS (Similac Advance)",1.37,3.62,0.803,6.87,0,87.64,59,54,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,5,19,69,0.068,1.19,0.5
Infant formula,"Infant formula, liquid concentrate, made with tap water (Similac Advance)",1.37,3.62,0.803,6.87,0,87.64,59,54,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,5,19,69,0.068,1.19,0.5
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Similac Advance)",1.37,3.62,0.803,6.87,0,87.71,59,60,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,6,18,69,0.066,1.19,0.5
Infant formula,"Infant formula, liquid concentrate, made with baby water (Similac Advance)",1.37,3.62,0.803,6.87,0,87.64,59,51,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,4,16,69,0.059,1.19,0.5
Infant formula,"Infant formula, powder, made with tap water (Similac Advance)",1.37,3.62,0.803,6.87,0,87.64,59,54,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,5,19,69,0.068,1.19,0.5
Infant formula,"Infant formula, powder, made with plain bottled water (Similac Advance)",1.37,3.62,0.803,6.87,0,87.71,59,60,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,6,18,69,0.066,1.19,0.5
Infant formula,"Infant formula, powder, made with baby water (Similac Advance)",1.37,3.62,0.803,6.87,0,87.64,59,51,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,4,16,69,0.059,1.19,0.5
Infant formula,"Infant formula, NS as to form (Similac Advance Organic)",1.37,3.62,0.803,6.87,0,87.64,59,54,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,5,19,69,0.068,1.19,0.5
Infant formula,"Infant formula, ready-to-feed (Similac Advance Organic)",1.37,3.62,0.803,6.87,0,87.64,59,54,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,5,19,69,0.068,1.19,0.5
Infant formula,"Infant formula, powder, made with water, NFS (Similac Advance Organic)",1.37,3.62,0.803,6.87,0,87.64,59,54,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,5,19,69,0.068,1.19,0.5
Infant formula,"Infant formula, powder, made with tap water (Similac Advance Organic)",1.37,3.62,0.803,6.87,0,87.64,59,54,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,5,19,69,0.068,1.19,0.5
Infant formula,"Infant formula, powder, made with plain bottled water (Similac Advance Organic)",1.37,3.62,0.803,6.87,0,87.71,59,60,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,6,18,69,0.066,1.19,0.5
Infant formula,"Infant formula, powder, made with baby water (Similac Advance Organic)",1.37,3.62,0.803,6.87,0,87.64,59,51,0.66,5.3,0.066,0.099,0.693,0.04,0.17,15.1,5.9,28,4,16,69,0.059,1.19,0.5
Infant formula,"Infant formula, NS as to form (Similac Sensitive)",1.4,3.53,0.787,6.99,0,87.63,59,57,0.89,5.2,0.065,0.098,0.686,0.04,0.16,15.1,5.7,37,5,23,70,0.065,1.17,0.5
Infant formula,"Infant formula, ready-to-feed (Similac Sensitive)",1.4,3.53,0.787,6.99,0,87.63,59,57,0.89,5.2,0.065,0.098,0.686,0.04,0.16,15.1,5.7,37,5,23,70,0.065,1.17,0.5
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Similac Sensitive)",1.4,3.53,0.787,6.99,0,87.63,59,57,0.89,5.2,0.065,0.098,0.686,0.04,0.16,15.1,5.7,37,5,23,70,0.065,1.17,0.5
Infant formula,"Infant formula, powder, made with water, NFS (Similac Sensitive)",1.4,3.53,0.787,6.99,0,87.63,59,57,0.89,5.2,0.065,0.098,0.686,0.04,0.16,15.1,5.7,37,5,23,70,0.065,1.17,0.5
Infant formula,"Infant formula, liquid concentrate, made with tap water (Similac Sensitive)",1.4,3.53,0.787,6.99,0,87.63,59,57,0.89,5.2,0.065,0.098,0.686,0.04,0.16,15.1,5.7,37,5,23,70,0.065,1.17,0.5
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Similac Sensitive)",1.4,3.53,0.787,6.99,0,87.7,59,63,0.89,5.2,0.065,0.098,0.686,0.04,0.16,15.1,5.7,37,6,22,70,0.063,1.17,0.49
Infant formula,"Infant formula, liquid concentrate, made with baby water (Similac Sensitive)",1.4,3.53,0.787,6.99,0,87.63,59,55,0.89,5.2,0.065,0.098,0.686,0.04,0.16,15.1,5.7,37,4,20,70,0.057,1.17,0.49
Infant formula,"Infant formula, powder, made with tap water (Similac Sensitive)",1.4,3.53,0.787,6.99,0,87.63,59,57,0.89,5.2,0.065,0.098,0.686,0.04,0.16,15.1,5.7,37,5,23,70,0.065,1.17,0.5
Infant formula,"Infant formula, powder, made with plain bottled water (Similac Sensitive)",1.4,3.53,0.787,6.99,0,87.7,59,63,0.89,5.2,0.065,0.098,0.686,0.04,0.16,15.1,5.7,37,6,22,70,0.063,1.17,0.49
Infant formula,"Infant formula, powder, made with baby water (Similac Sensitive)",1.4,3.53,0.787,6.99,0,87.63,59,55,0.89,5.2,0.065,0.098,0.686,0.04,0.16,15.1,5.7,37,4,20,70,0.057,1.17,0.49
Infant formula,"Infant formula, NS as to form (Similac for Spit-Up)",1.38,3.48,0.781,6.9,0,87.73,59,57,0.87,5.1,0.065,0.097,0.677,0.039,0.16,15.1,5.8,36,5,23,69,0.067,1.17,0.49
Infant formula,"Infant formula, ready-to-feed (Similac for Spit-Up)",1.38,3.48,0.781,6.9,0,87.73,59,57,0.87,5.1,0.065,0.097,0.677,0.039,0.16,15.1,5.8,36,5,23,69,0.067,1.17,0.49
Infant formula,"Infant formula, powder, made with water, NFS (Similac for Spit-Up)",1.38,3.48,0.781,6.9,0,87.73,59,57,0.87,5.1,0.065,0.097,0.677,0.039,0.16,15.1,5.8,36,5,23,69,0.067,1.17,0.49
